Zip Code,City
15320,JÄRNA
15322,JÄRNA
15330,JÄRNA
15335,JÄRNA
15336,JÄRNA
15381,JÄRNA
15360,MÖLNBO
15393,MÖRKÖ
15394,HÖLÖ
17280,SUNDBYBERG
17281,STOCKHOLM
17284,SUNDBYBERG
54190,SKÖVDE
17285,SUNDBYBERG
17286,SUNDBYBERG
17288,SUNDBYBERG
17291,SUNDBYBERG
17293,SUNDBYBERG
17296,SUNDBYBERG
17297,SUNDBYBERG
17301,TOMTEBODA
54300,TIBRO
17300,TOMTEBODA
17305,TOMTEBODA
17304,TOMTEBODA
17308,TOMTEBODA
17317,TOMTEBODA
17318,TOMTEBODA
17323,TOMTEBODA
17326,TOMTEBODA
17327,TOMTEBODA
17329,TOMTEBODA
54400,HJO
17331,SOLNA
17333,STOCKHOLM
17336,STOCKHOLM
17338,STOCKHOLM
17340,STOCKHOLM
17341,STOCKHOLM
17345,STOCKHOLM
17350,STOCKHOLM
17355,TOMTEBODA
96168,BODEN
96177,BODEN
96191,BODEN
96195,BODEN
96198,BODEN
96031,SUDOK
96040,JOKKMOKK
96043,RANDIJAUR
96045,KVIKKJOKK
96205,KÅBDALIS
96223,JOKKMOKK
96231,JOKKMOKK
96104,BODEN
96118,BODEN
96285,JOKKMOKK
97101,LULEÅ
97104,LULEÅ
97109,LULEÅ
97127,LULEÅ
97170,LULEÅ
97174,LULEÅ
97179,LULEÅ
97186,LULEÅ
97190,LULEÅ
97231,LULEÅ
97235,LULEÅ
97241,LULEÅ
97252,LULEÅ
97301,LULEÅ
97318,LULEÅ
97323,LULEÅ
97328,LULEÅ
96180,BODEN
97332,LULEÅ
97343,LULEÅ
97347,LULEÅ
97409,LULEÅ
97426,LULEÅ
97436,LULEÅ
97441,LULEÅ
97451,LULEÅ
97455,LULEÅ
97592,LULEÅ
97596,LULEÅ
97611,LULEÅ
97632,LULEÅ
96237,JOKKMOKK
97010,NATTAVAARA BY
97013,HAKKAS
97020,KOSKULLSKULLE
97030,KORPILOMBOLO
97034,KAINULASJÄRVI
97038,JUNOSUANDO
97039,KANGOSFORS
97040,PAJALA
97045,KAUNISVAARA
97200,LULEÅ
50006,BORÅS
50008,BORÅS
17365,STOCKHOLM
17382,STOCKHOLM
17385,TOMTEBODA
17399,STOCKHOLM
17402,SUNDBYBERG
17413,SUNDBYBERG
17427,SUNDBYBERG
17443,SUNDBYBERG
17444,SUNDBYBERG
17447,SUNDBYBERG
17449,SUNDBYBERG
17450,SUNDBYBERG
17453,SUNDBYBERG
17203,SUNDBYBERG
17206,SUNDBYBERG
17455,SUNDBYBERG
17457,SUNDBYBERG
17458,SUNDBYBERG
17461,SUNDBYBERG
17462,SUNDBYBERG
17465,SUNDBYBERG
17480,SUNDBYBERG
17488,SUNDBYBERG
17500,JÄRFÄLLA
17505,JÄRFÄLLA
17504,JÄRFÄLLA
17515,JÄRFÄLLA
17516,JÄRFÄLLA
17522,JÄRFÄLLA
17519,JÄRFÄLLA
17524,JÄRFÄLLA
17526,JÄRFÄLLA
17527,JÄRFÄLLA
17528,JÄRFÄLLA
17531,JÄRFÄLLA
17530,JÄRFÄLLA
17533,JÄRFÄLLA
17534,JÄRFÄLLA
17535,JÄRFÄLLA
17536,JÄRFÄLLA
17540,JÄRFÄLLA
17539,JÄRFÄLLA
17538,JÄRFÄLLA
17542,JÄRFÄLLA
17544,JÄRFÄLLA
17543,JÄRFÄLLA
17546,JÄRFÄLLA
17548,JÄRFÄLLA
17549,JÄRFÄLLA
58231,LINKÖPING
58233,LINKÖPING
58234,LINKÖPING
58235,LINKÖPING
58237,LINKÖPING
58236,LINKÖPING
58238,LINKÖPING
58239,LINKÖPING
58241,LINKÖPING
58240,LINKÖPING
17322,TOMTEBODA
58243,LINKÖPING
58244,LINKÖPING
58242,LINKÖPING
58245,LINKÖPING
58248,LINKÖPING
58247,LINKÖPING
58246,LINKÖPING
58249,LINKÖPING
58252,LINKÖPING
58251,LINKÖPING
58250,LINKÖPING
58253,LINKÖPING
58254,LINKÖPING
58256,LINKÖPING
58257,LINKÖPING
58255,LINKÖPING
53131,LIDKÖPING
53135,LIDKÖPING
53141,LIDKÖPING
53152,LIDKÖPING
53154,LIDKÖPING
53159,LIDKÖPING
53175,JÄRPÅS
53185,LIDKÖPING
53191,VINNINGA
53195,KÄLLBY
53201,SKARA
53223,SKARA
53230,SKARA
53236,SKARA
53274,SKARA
53286,SKARA
53294,SKARA
53302,LUNDSBRUNN
53321,GÖTENE
53330,GÖTENE
53334,GÖTENE
53373,KÄLLBY
53382,GÖTENE
53395,GÖTENE
53406,VEDUM
13605,HANINGE
53422,VARA
53425,VARA
53460,VEDUM
53484,VEDUM
53493,STORA LEVENE
53496,VARA
53523,KVÄNUM
53592,KVÄNUM
54016,TIMMERSDALA
54065,LYRESTAD
54102,SKÖVDE
54107,SKÖVDE
54123,SKÖVDE
54128,SKÖVDE
54132,SKÖVDE
54136,SKÖVDE
54141,SKÖVDE
54145,SKÖVDE
54150,SKÖVDE
54153,SKÖVDE
54161,SKÖVDE
54164,SKÖVDE
54177,SKÖVDE
54183,SKÖVDE
54187,SKÖVDE
54196,VÄRING
54220,MARIESTAD
54225,MARIESTAD
54231,MARIESTAD
54235,MARIESTAD
54242,MARIESTAD
13690,HANINGE
54682,KARLSBORG
54693,UNDENÄS
54702,OTTERBÄCKEN
54721,GULLSPÅNG
54731,GULLSPÅNG
54782,OTTERBÄCKEN
54800,HOVA
54821,HOVA
54832,HOVA
54892,HOVA
54903,MOHOLM
54920,TIDAN
54991,TIDAN
55002,JÖNKÖPING
55005,JÖNKÖPING
55009,JÖNKÖPING
55100,JÖNKÖPING
55111,JÖNKÖPING
55116,JÖNKÖPING
55118,JÖNKÖPING
55122,JÖNKÖPING
55130,JÖNKÖPING
55182,JÖNKÖPING
50257,BORÅS
50261,BORÅS
50278,GÅNGHESTER
50306,BORÅS
50310,BORÅS
45700,TANUMSHEDE
50314,BORÅS
50318,BORÅS
50334,BORÅS
50337,BORÅS
50401,BORÅS
50404,BORÅS
50410,BORÅS
50417,BORÅS
50014,FRUFÄLLAN
50430,BORÅS
50434,BORÅS
50443,BORÅS
50447,BORÅS
50453,BORÅS
50457,BORÅS
50461,BORÅS
50466,BORÅS
50470,BORÅS
50480,BORÅS
50490,BORÅS
50494,BORÅS
50591,BORÅS
50600,BORÅS
50632,BORÅS
50637,BORÅS
50640,BORÅS
50644,BORÅS
50649,BORÅS
50710,BORÅS
50726,LINKÖPING
50733,BRÄMHULT
50742,BORÅS
50750,BORÅS
50761,BORÅS
50765,BORÅS
50790,BRÄMHULT
50805,BORÅS
50810,BORÅS
50814,BORÅS
50818,BORÅS
50822,BORÅS
50826,BORÅS
50830,BORÅS
50834,BORÅS
50837,BORÅS
50842,BORÅS
50846,BORÅS
50850,BORÅS
50854,BORÅS
50860,BORÅS
50864,BORÅS
50866,BORÅS
50873,BORÅS
50877,BORÅS
50881,BORÅS
50884,BORÅS
50889,BORÅS
50893,BORÅS
58258,LINKÖPING
58260,LINKÖPING
58259,LINKÖPING
58261,LINKÖPING
58262,LINKÖPING
58263,LINKÖPING
58264,LINKÖPING
58265,LINKÖPING
58266,LINKÖPING
58267,LINKÖPING
11600,STOCKHOLM
58268,LINKÖPING
58269,LINKÖPING
11626,STOCKHOLM
58270,LINKÖPING
58271,LINKÖPING
58272,LINKÖPING
58273,LINKÖPING
58275,LINKÖPING
11651,STOCKHOLM
11657,STOCKHOLM
58276,LINKÖPING
58277,LINKÖPING
58274,LINKÖPING
58300,LINKÖPING
58322,LINKÖPING
58320,LINKÖPING
58321,LINKÖPING
58330,LINKÖPING
11722,STOCKHOLM
58329,LINKÖPING
58331,LINKÖPING
58328,LINKÖPING
58333,LINKÖPING
11742,STOCKHOLM
11746,STOCKHOLM
58335,LINKÖPING
58334,LINKÖPING
58332,LINKÖPING
58336,LINKÖPING
58337,LINKÖPING
58338,LINKÖPING
58346,LINKÖPING
58347,LINKÖPING
58360,GAMMALKIL
58400,LINKÖPING
58422,LINKÖPING
58431,LINKÖPING
54272,MARIESTAD
54284,MARIESTAD
54289,MARIESTAD
54294,MARIESTAD
54323,TIBRO
54333,TIBRO
54337,TIBRO
54380,TIBRO
54393,TIBRO
54421,HJO
54433,HJO
54491,HJO
54501,TÖREBODA
54530,TÖREBODA
54534,TÖREBODA
54591,TÖREBODA
54601,KARLSBORG
54621,KARLSBORG
54630,KARLSBORG
54672,MÖLLTORP
54692,MÖLLTORP
54701,GULLSPÅNG
54722,GULLSPÅNG
54730,GULLSPÅNG
54791,GULLSPÅNG
54801,HOVA
54822,HOVA
54891,HOVA
54902,MOHOLM
54906,MOHOLM
54941,MOHOLM
54993,MOHOLM
55006,JÖNKÖPING
55011,JÖNKÖPING
55101,JÖNKÖPING
55112,JÖNKÖPING
14925,NYNÄSHAMN
14940,NYNÄSHAMN
14945,NYNÄSHAMN
14982,NYNÄSHAMN
14995,NYNÄSHAMN
15100,SÖDERTÄLJE
15108,SÖDERTÄLJE
15121,SÖDERTÄLJE
15124,SÖDERTÄLJE
14800,ÖSMO
15133,SÖDERTÄLJE
15137,SÖDERTÄLJE
15140,SÖDERTÄLJE
15146,SÖDERTÄLJE
15154,SÖDERTÄLJE
15159,SÖDERTÄLJE
15165,SÖDERTÄLJE
15171,SÖDERTÄLJE
15182,SÖDERTÄLJE
15185,SÖDERTÄLJE
15196,ENHÖRNA
15207,SÖDERTÄLJE
15240,SÖDERTÄLJE
15251,SÖDERTÄLJE
15257,SÖDERTÄLJE
15271,SÖDERTÄLJE
15297,SÖDERTÄLJE
15321,JÄRNA
15331,JÄRNA
15337,JÄRNA
15371,HÖLÖ
15392,HÖLÖ
15501,NYKVARN
15530,NYKVARN
15581,NYKVARN
15593,NYKVARN
15011,BJÖRNLUNDA
15012,STJÄRNHOV
15016,HÖLÖ
16102,BROMMA
15026,UTTRAN
15030,MARIEFRED
16105,BROMMA
16119,BROMMA
15105,SÖDERTÄLJE
16129,BROMMA
15110,SÖDERTÄLJE
15118,SÖDERTÄLJE
55115,JÖNKÖPING
15396,MÖLNBO
15522,NYKVARN
15533,NYKVARN
15535,NYKVARN
15592,NYKVARN
16104,BROMMA
15131,SÖDERTÄLJE
16114,BROMMA
16117,BROMMA
16128,BROMMA
15141,SÖDERTÄLJE
15142,SÖDERTÄLJE
16134,BROMMA
16137,BROMMA
16140,BROMMA
15149,SÖDERTÄLJE
16144,BROMMA
16147,BROMMA
16151,BROMMA
15158,SÖDERTÄLJE
16155,BROMMA
16159,BROMMA
16171,BROMMA
16189,STOCKHOLM
16211,VÄLLINGBY
16213,VÄLLINGBY
16221,VÄLLINGBY
16225,VÄLLINGBY
16229,VÄLLINGBY
16247,VÄLLINGBY
16250,VÄLLINGBY
16253,VÄLLINGBY
16988,SOLNA
16992,STOCKHOLM
16999,STOCKHOLM
17009,SOLNA
17063,SOLNA
17067,SOLNA
17071,SOLNA
17075,SOLNA
17079,SOLNA
17083,SOLNA
17087,STOCKHOLM
17103,SOLNA
17108,SOLNA
17113,SOLNA
17118,SOLNA
17121,SOLNA
17126,SOLNA
17131,SOLNA
17135,SOLNA
17139,SOLNA
17142,SOLNA
17145,SOLNA
17150,SOLNA
17153,SOLNA
17157,SOLNA
17161,SOLNA
17164,SOLNA
17168,SOLNA
17172,SOLNA
17177,STOCKHOLM
17180,SOLNA
17185,SOLNA
17187,SOLNA
17017,FÄRENTUNA
17011,DROTTNINGHOLM
17192,SOLNA
17199,SOLNA
17202,SUNDBYBERG
17214,SUNDBYBERG
17222,SUNDBYBERG
17227,SUNDBYBERG
17231,SUNDBYBERG
17236,SUNDBYBERG
17240,SUNDBYBERG
17244,SUNDBYBERG
17248,SUNDBYBERG
17264,SUNDBYBERG
17267,SUNDBYBERG
17273,SUNDBYBERG
17106,SOLNA
16251,VÄLLINGBY
17196,SOLNA
17205,SUNDBYBERG
17207,SUNDBYBERG
17115,SOLNA
17215,SUNDBYBERG
17219,SUNDBYBERG
17223,SUNDBYBERG
17224,SUNDBYBERG
17226,SUNDBYBERG
17229,SUNDBYBERG
17232,SUNDBYBERG
17233,SUNDBYBERG
17234,SUNDBYBERG
17237,SUNDBYBERG
17238,SUNDBYBERG
17241,SUNDBYBERG
17243,SUNDBYBERG
17245,SUNDBYBERG
17247,SUNDBYBERG
17249,SUNDBYBERG
17262,SUNDBYBERG
17263,SUNDBYBERG
17266,SUNDBYBERG
51600,DALSJÖFORS
17268,SUNDBYBERG
51602,DANNIKE
17270,SUNDBYBERG
17271,SUNDBYBERG
17274,SUNDBYBERG
17276,SUNDBYBERG
93431,KÅGE
93188,SKELLEFTEÅ
93190,SKELLEFTEÅ
93482,ERSMARK
93481,ERSMARK
93491,KÅGE
93493,KUSMARK
93200,SKELLEFTEHAMN
93494,KÅGE
93202,ÖRVIKEN
93492,KÅGE
93501,NORSJÖ
93496,KÅGE
93521,NORSJÖ
93532,NORSJÖ
93531,NORSJÖ
93591,NORSJÖ
93593,NORSJÖ
93592,NORSJÖ
93300,ARVIDSJAUR
93620,BOLIDEN
93631,BOLIDEN
93632,BOLIDEN
93621,BOLIDEN
93691,BOLIDEN
93672,LULEÅ
93692,BOLIDEN
93693,BOLIDEN
93694,JÖRN
93695,JÖRN
93720,BURTRÄSK
93731,BURTRÄSK
93732,BURTRÄSK
93733,BYGDSILJUM
93791,BURTRÄSK
93469,KÅGE
93780,BYGDSILJUM
93792,BURTRÄSK
93793,BURTRÄSK
93500,NORSJÖ
93794,BURTRÄSK
93795,BURTRÄSK
93796,BYGDSILJUM
93590,NORSJÖ
93600,BOLIDEN
93595,NORSJÖ
93801,ARJEPLOG
93819,ARJEPLOG
93820,ARJEPLOG
94145,PITEÅ
93700,BURTRÄSK
94153,PITEÅ
94164,PITEÅ
94180,PITEÅ
93739,BURTRÄSK
93744,LULEÅ
94186,PITEÅ
94193,JÄVREBYN
94204,STORSUND
94221,ÄLVSBYN
94231,ÄLVSBYN
94235,ÄLVSBYN
94283,ÄLVSBYN
94293,ÄLVSBYN
94320,ÖJEBYN
94328,ÖJEBYN
94010,HORTLAX
94013,JÄVREBYN
94015,ROKNÄS
94016,SVENSBYN
94026,ALTERSBRUK
94027,SJULSMARK
94335,ÖJEBYN
94100,PITEÅ
94421,HORTLAX
94472,PITEÅ
94492,BLÅSMARK
94502,ROSVIK
56633,HABO
56680,HABO
56692,HABO
56701,VAGGERYD
56693,BRANDSTORP
54500,TÖREBODA
56723,VAGGERYD
56730,VAGGERYD
56791,VAGGERYD
56820,SKILLINGARYD
56823,SKILLINGARYD
56733,VAGGERYD
56831,SKILLINGARYD
56893,SKILLINGARYD
56892,SKILLINGARYD
57003,VRIGSTAD
11392,STOCKHOLM
57012,LANDSBRO
57016,KVILLSFORS
57019,PAULISTRÖM
57021,MALMBÄCK
57022,FORSERUM
57032,HJÄLTEVAD
57033,MARIANNELUND
57061,YDRE
57063,YDRE
57075,FÅGELFORS
57076,RUDA
57082,MÅLILLA
57084,MÖRLUNDA
57090,PÅSKALLAVIK
57101,NÄSSJÖ
57103,FORSERUM
57119,NÄSSJÖ
57120,NÄSSJÖ
57124,NÄSSJÖ
57123,NÄSSJÖ
57131,NÄSSJÖ
57130,NÄSSJÖ
57134,NÄSSJÖ
57135,NÄSSJÖ
57138,NÄSSJÖ
57139,NÄSSJÖ
57142,NÄSSJÖ
57143,NÄSSJÖ
57163,BODAFORS
57165,GRIMSTORP
57166,BODAFORS
57173,STENSJÖN
57174,ÄNG
57177,FORSERUM
57178,FORSERUM
57182,NÄSSJÖ
57183,NÄSSJÖ
57188,NÄSSJÖ
57191,NÄSSJÖ
94532,NORRFJÄRDEN
53133,LIDKÖPING
53136,LIDKÖPING
53139,LIDKÖPING
53151,LIDKÖPING
53156,LIDKÖPING
53158,LIDKÖPING
53173,KÄLLBY
53186,LIDKÖPING
53192,LIDKÖPING
53196,LIDKÖPING
53199,LIDKÖPING
53221,SKARA
11656,STOCKHOLM
11660,STOCKHOLM
53231,SKARA
53234,SKARA
53273,VARNHEM
53287,SKARA
53293,AXVALL
53301,GÖTENE
53320,GÖTENE
11723,STOCKHOLM
53323,GÖTENE
53333,GÖTENE
53374,HÄLLEKIS
53391,GÖTENE
53394,HÄLLEKIS
53403,STORA LEVENE
11745,STOCKHOLM
11748,STOCKHOLM
19530,MÄRSTA
19534,MÄRSTA
19540,MÄRSTA
19544,MÄRSTA
19550,MÄRSTA
19554,MÄRSTA
19557,MÄRSTA
19562,STOCKHOLM-ARLANDA
19571,ROSERSBERG
19581,MÄRSTA
19585,MÄRSTA
19593,MÄRSTA
19595,ROSERSBERG
19620,KUNGSÄNGEN
19628,KUNGSÄNGEN
19632,KUNGSÄNGEN
19636,KUNGSÄNGEN
19641,KUNGSÄNGEN
19692,KUNGSÄNGEN
19722,BRO
19731,BRO
19735,BRO
19792,BRO
20003,MALMÖ
20006,MALMÖ
20021,MALMÖ
20031,MALMÖ
20041,MALMÖ
19040,STOCKHOLM-ARLANDA
20046,MALMÖ
19061,GRILLBY
20062,LIMHAMN
20073,MALMÖ
19115,SOLLENTUNA
20122,MALMÖ
20125,MALMÖ
20212,MALMÖ
20215,MALMÖ
20222,MALMÖ
20226,MALMÖ
20240,MALMÖ
20271,MALMÖ
20313,MALMÖ
20502,MALMÖ
20506,MALMÖ
20510,MALMÖ
20513,MALMÖ
20517,MALMÖ
20522,MALMÖ
61244,FINSPÅNG
61246,FINSPÅNG
61280,FINSPÅNG
